CreateMeshBuilder,,,,
AddVertex,55,25,-25,
AddVertex,10,25,-25,
AddVertex,10,25,17,
AddVertex,55,110,-25,
AddVertex,10,110,-25,
AddVertex,10,110,17,
AddFace,0,1,4,3
AddFace,1,2,5,4
GenerateNormals,,,,
LoadTexture,STower.bmp,,,
SetTextureCoordinates,0,1,4.4,
SetTextureCoordinates,1,0,4.4,
SetTextureCoordinates,2,1,4.4,
SetTextureCoordinates,3,1,0,
SetTextureCoordinates,4,0,0,
SetTextureCoordinates,5,1,0,

CreateMeshBuilder,,,,
AddVertex,0,0,-25,
AddVertex,0,25,-25,
AddVertex,55,25,-25,
AddVertex,55,0,-25,
AddFace,0,1,2,3
GenerateNormals,,,,
LoadTexture,STowerL.bmp,,,
SetTextureCoordinates,0,0,1,
SetTextureCoordinates,1,0,0,
SetTextureCoordinates,2,0.846,0,
SetTextureCoordinates,3,0.846,1,

CreateMeshBuilder,,,,
AddVertex,0,0,51,
AddVertex,0,25,51,
AddVertex,0,25,-25,
AddVertex,0,0,-25,
AddFace,0,1,2,3
GenerateNormals,,,,
LoadTexture,STowerS.bmp,,,
SetTextureCoordinates,0,0,1,
SetTextureCoordinates,1,0,0,
SetTextureCoordinates,2,1,0,
SetTextureCoordinates,3,1,1,

CreateMeshBuilder,,,,
AddVertex,55,0,-21,
AddVertex,55,20,-21,
AddVertex,81,20,-21,
AddVertex,81,0,-21,
AddFace,0,1,2,3
GenerateNormals,,,,
LoadTexture,Sogo.bmp,,,
SetTextureCoordinates,0,0.344,1,
SetTextureCoordinates,1,0.344,0.328,
SetTextureCoordinates,2,0.672,0.328,
SetTextureCoordinates,3,0.672,1,
