CreateMeshBuilder,,,,
AddVertex,0,0,8,
AddVertex,0,10,8,
AddVertex,0,10,0,
AddVertex,0,0,0,
AddFace,0,1,2,3
GenerateNormals,,,,
LoadTexture,Bldg3.bmp,,,
SetTextureCoordinates,0,0,1,
SetTextureCoordinates,1,0,0,
SetTextureCoordinates,2,1,0,
SetTextureCoordinates,3,1,1,

CreateMeshBuilder,,,,
AddVertex,0,10,8,
AddVertex,0,23,8,
AddVertex,0,23,0,
AddVertex,0,10,0,
AddFace,0,1,2,3
GenerateNormals,,,,
LoadTexture,Bldg3H.bmp,,,
SetTextureCoordinates,0,0,4,
SetTextureCoordinates,1,0,0,
SetTextureCoordinates,2,0.25,0,
SetTextureCoordinates,3,0.25,4,
SetDecalTransparentColor,0,0,0,

CreateMeshBuilder,,,,
AddVertex,0,0,0,
AddVertex,0,23,0,
AddVertex,16,23,0,
AddVertex,16,0,0,
AddFace,0,1,2,3
GenerateNormals,,,,
LoadTexture,Bldg3H.bmp,,,
SetTextureCoordinates,0,0.25,7,
SetTextureCoordinates,1,0.25,0,
SetTextureCoordinates,2,1,0,
SetTextureCoordinates,3,1,7,
